30.000000, 25.500000, 4.500000, 18.796801, 4.000000, 0.133333, 0.000000, 18.000000, 0.796800, 0.000000 
30.000000, 25.500000, 4.500000, 18.896400, 4.000000, 0.133333, 0.000000, 18.000000, 0.896400, 0.000000 
30.000000, 25.500000, 4.500000, 18.996000, 4.000000, 0.133333, 0.000000, 18.000000, 0.996000, 0.000000 
30.000000, 25.500000, 4.500000, 19.095600, 4.000000, 0.133333, 0.000000, 18.000000, 1.095600, 0.000000 
30.000000, 25.500000, 4.500000, 19.195200, 4.000000, 0.133333, 0.000000, 18.000000, 1.195200, 0.000000 
30.000000, 25.500000, 4.500000, 19.294800, 4.000000, 0.133333, 0.000000, 18.000000, 1.294800, 0.000000 
30.000000, 25.500000, 4.500000, 19.394400, 4.000000, 0.133333, 0.000000, 18.000000, 1.394400, 0.000000 
30.000000, 25.500000, 4.500000, 19.493999, 4.000000, 0.133333, 0.000000, 18.000000, 1.494000, 0.000000 
30.000000, 25.500000, 4.500000, 19.593599, 4.000000, 0.133333, 0.000000, 18.000000, 1.593600, 0.000000 
30.000000, 25.500000, 4.500000, 19.693199, 4.000000, 0.133333, 0.000000, 18.000000, 1.693200, 0.000000 
30.000000, 25.500000, 4.500000, 19.792799, 4.000000, 0.133333, 0.000000, 18.000000, 1.792800, 0.000000 
30.000000, 26.000000, 4.000000, 17.881332, 4.000000, 0.133333, 0.000000, 16.000000, 1.881333, -0.000000 
30.000000, 26.000000, 4.000000, 17.969866, 4.000000, 0.133333, 0.000000, 16.000000, 1.969866, 0.000000 
30.000000, 26.000000, 4.000000, 18.058399, 4.000000, 0.133333, 0.000000, 16.000000, 2.058400, 0.000000 
30.000000, 26.000000, 4.000000, 18.146933, 4.000000, 0.133333, 0.000000, 16.000000, 2.146933, 0.000000 
30.000000, 26.000000, 4.000000, 18.235466, 4.000000, 0.133333, 0.000000, 16.000000, 2.235466, 0.000000 
30.000000, 26.000000, 4.000000, 18.323999, 4.000000, 0.133333, 0.000000, 16.000000, 2.323999, 0.000000 
30.000000, 26.000000, 4.000000, 18.412533, 4.000000, 0.133333, 0.000000, 16.000000, 2.412533, 0.000000 
30.000000, 26.000000, 4.000000, 18.501066, 4.000000, 0.133333, 0.000000, 16.000000, 2.501066, 0.000000 
30.000000, 26.000000, 4.000000, 18.589600, 4.000000, 0.133333, 0.000000, 16.000000, 2.589599, 0.000000 
30.000000, 26.000000, 4.000000, 18.678133, 4.000000, 0.133333, 0.000000, 16.000000, 2.678133, 0.000000 
30.000000, 26.000000, 4.000000, 18.766666, 4.000000, 0.133333, 0.000000, 16.000000, 2.766666, 0.000000 
30.000000, 26.000000, 4.000000, 18.855200, 4.000000, 0.133333, 0.000000, 16.000000, 2.855199, 0.000000 
30.000000, 26.000000, 4.000000, 18.943733, 4.000000, 0.133333, 0.000000, 16.000000, 2.943732, 0.000000 
30.000000, 26.000000, 4.000000, 19.032265, 4.000000, 0.133333, 0.000000, 16.000000, 3.032266, 0.000000 
30.000000, 26.000000, 4.000000, 19.120798, 4.000000, 0.133333, 0.000000, 16.000000, 3.120799, 0.000000 
30.000000, 26.000000, 4.000000, 19.209332, 4.000000, 0.133333, 0.000000, 16.000000, 3.209332, 0.000000 
30.000000, 26.000000, 4.000000, 19.297865, 4.000000, 0.133333, 0.000000, 16.000000, 3.297865, 0.000000 
30.000000, 26.000000, 4.000000, 19.386398, 4.000000, 0.133333, 0.000000, 16.000000, 3.386399, 0.000000 
30.000000, 26.000000, 4.000000, 19.474932, 4.000000, 0.133333, 0.000000, 16.000000, 3.474932, 0.000000 
30.000000, 26.000000, 4.000000, 19.563465, 4.000000, 0.133333, 0.000000, 16.000000, 3.563465, 0.000000 
30.000000, 26.000000, 4.000000, 19.651999, 4.000000, 0.133333, 0.000000, 16.000000, 3.651999, 0.000000 
30.000000, 26.000000, 4.000000, 19.740532, 4.000000, 0.133333, 0.000000, 16.000000, 3.740532, 0.000000 
30.000000, 26.000000, 4.000000, 19.829065, 4.000000, 0.133333, 0.000000, 16.000000, 3.829065, 0.000000 
30.000000, 26.000000, 4.000000, 19.917599, 4.000000, 0.133333, 0.000000, 16.000000, 3.917598, 0.000000 
