0.0978	0.196	0.398	0.601	0.697	0.9
0.0978	0.196	0.398	0.601	0.7	0.9
0.0978	0.197	0.396	0.6	0.699	0.9
0.0978	0.197	0.397	0.597	0.699	0.901
0.0969	0.197	0.396	0.6	0.697	0.9
0.0969	0.197	0.397	0.601	0.7	0.91
0.0969	0.197	0.396	0.6	0.7	0.9
0.0969	0.197	0.397	0.6	0.7	0.9
0.0969	0.196	0.398	0.6	0.699	0.902
